state,county,cbsa_code,cbsa_title,cbsa_population
NY,New York County,35620,"New York-Newark-Jersey City, NY-NJ",19498249
NY,Niagara County,15380,"Buffalo-Cheektowaga, NY",1155604
NY,Oneida County,46540,"Utica-Rome, NY",287039
NY,Onondaga County,45060,"Syracuse, NY",652956
NY,Ontario County,40380,"Rochester, NY",1052087
NY,Orange County,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",704620
NY,Orleans County,40380,"Rochester, NY",1052087
NY,Oswego County,45060,"Syracuse, NY",652956
NY,Putnam County,35620,"New York-Newark-Jersey City, NY-NJ",19498249
NY,Queens County,35620,"New York-Newark-Jersey City, NY-NJ",19498249
NY,Rensselaer County,10580,"Albany-Schenectady-Troy, NY",904682
NY,Richmond County,35620,"New York-Newark-Jersey City, NY-NJ",19498249
NY,Rockland County,35620,"New York-Newark-Jersey City, NY-NJ",19498249
NY,Saratoga County,10580,"Albany-Schenectady-Troy, NY",904682
NY,Schenectady County,10580,"Albany-Schenectady-Troy, NY",904682
NY,Schoharie County,10580,"Albany-Schenectady-Troy, NY",904682
NY,Suffolk County,35620,"New York-Newark-Jersey City, NY-NJ",19498249
NY,Tioga County,13780,"Binghamton, NY",243792
NY,Tompkins County,27060,"Ithaca, NY",103558
NY,Ulster County,28740,"Kingston, NY",182333
NY,Warren County,24020,"Glens Falls, NY",125427
NY,Washington County,24020,"Glens Falls, NY",125427
NY,Wayne County,40380,"Rochester, NY",1052087
NY,Westchester County,35620,"New York-Newark-Jersey City, NY-NJ",19498249
OH,Allen County,30620,"Lima, OH",100838
OH,Ashtabula County,17410,"Cleveland, OH",2158932
OH,Belmont County,48540,"Wheeling, WV-OH",135517
OH,Brown County,17140,"Cincinnati, OH-KY-IN",2271479
OH,Butler County,17140,"Cincinnati, OH-KY-IN",2271479
OH,Carroll County,15940,"Canton-Massillon, OH",399474
OH,Clark County,44220,"Springfield, OH",134610
OH,Clermont County,17140,"Cincinnati, OH-KY-IN",2271479
OH,Cuyahoga County,17410,"Cleveland, OH",2158932
OH,Delaware County,18140,"Columbus, OH",2180271
OH,Erie County,41780,"Sandusky, OH",113838
OH,Fairfield County,18140,"Columbus, OH",2180271
OH,Franklin County,18140,"Columbus, OH",2180271
OH,Fulton County,45780,"Toledo, OH",600141
OH,Geauga County,17410,"Cleveland, OH",2158932
OH,Greene County,19430,"Dayton-Kettering-Beavercreek, OH",814363
OH,Hamilton County,17140,"Cincinnati, OH-KY-IN",2271479
OH,Hocking County,18140,"Columbus, OH",2180271
OH,Jefferson County,48260,"Weirton-Steubenville, WV-OH",113544
OH,Lake County,17410,"Cleveland, OH",2158932
OH,Lawrence County,26580,"Huntington-Ashland, WV-KY-OH",368261
OH,Licking County,18140,"Columbus, OH",2180271
OH,Lorain County,17410,"Cleveland, OH",2158932
OH,Lucas County,45780,"Toledo, OH",600141
OH,Madison County,18140,"Columbus, OH",2180271
OH,Mahoning County,49660,"Youngstown-Warren, OH",425969
OH,Medina County,17410,"Cleveland, OH",2158932
OH,Miami County,19430,"Dayton-Kettering-Beavercreek, OH",814363
OH,Montgomery County,19430,"Dayton-Kettering-Beavercreek, OH",814363
OH,Morrow County,18140,"Columbus, OH",2180271
OH,Ottawa County,41780,"Sandusky, OH",113838
OH,Perry County,18140,"Columbus, OH",2180271
OH,Pickaway County,18140,"Columbus, OH",2180271
OH,Portage County,10420,"Akron, OH",698398
OH,Richland County,31900,"Mansfield, OH",125064
OH,Stark County,15940,"Canton-Massillon, OH",399474
OH,Summit County,10420,"Akron, OH",698398
OH,Trumbull County,49660,"Youngstown-Warren, OH",425969
OH,Union County,18140,"Columbus, OH",2180271
OH,Warren County,17140,"Cincinnati, OH-KY-IN",2271479
OH,Wood County,45780,"Toledo, OH",600141
OK,Canadian County,36420,"Oklahoma City, OK",1477926
OK,Cleveland County,36420,"Oklahoma City, OK",1477926
OK,Comanche County,30020,"Lawton, OK",127001
OK,Cotton County,30020,"Lawton, OK",127001
OK,Creek County,46140,"Tulsa, OK",1044757
OK,Garfield County,21420,"Enid, OK",62023
OK,Grady County,36420,"Oklahoma City, OK",1477926
OK,Lincoln County,36420,"Oklahoma City, OK",1477926
OK,Logan County,36420,"Oklahoma City, OK",1477926
OK,McClain County,36420,"Oklahoma City, OK",1477926
OK,Oklahoma County,36420,"Oklahoma City, OK",1477926
OK,Okmulgee County,46140,"Tulsa, OK",1044757
OK,Osage County,46140,"Tulsa, OK",1044757
OK,Pawnee County,46140,"Tulsa, OK",1044757
OK,Rogers County,46140,"Tulsa, OK",1044757
OK,Sequoyah County,22900,"Fort Smith, AR-OK",231280
OK,Tulsa County,46140,"Tulsa, OK",1044757
OK,Wagoner County,46140,"Tulsa, OK",1044757
OR,Benton County,18700,"Corvallis, OR",97713
OR,Clackamas County,38900,"Portland-Vancouver-Hillsboro, OR-WA",2508050
OR,Columbia County,38900,"Portland-Vancouver-Hillsboro, OR-WA",2508050
OR,Crook County,13460,"Bend, OR",260919
OR,Deschutes County,13460,"Bend, OR",260919
OR,Jackson County,32780,"Medford, OR",220768
OR,Jefferson County,13460,"Bend, OR",260919
OR,Josephine County,24420,"Grants Pass, OR",87821
OR,Lane County,21660,"Eugene-Springfield, OR",381181
OR,Linn County,10540,"Albany, OR",131496
OR,Marion County,41420,"Salem, OR",436546
OR,Multnomah County,38900,"Portland-Vancouver-Hillsboro, OR-WA",2508050
OR,Polk County,41420,"Salem, OR",436546
OR,Washington County,38900,"Portland-Vancouver-Hillsboro, OR-WA",2508050
OR,Yamhill County,38900,"Portland-Vancouver-Hillsboro, OR-WA",2508050
PA,Adams County,23900,"Gettysburg, PA",106748
PA,Allegheny County,38300,"Pittsburgh, PA",2422725
PA,Armstrong County,38300,"Pittsburgh, PA",2422725
PA,Beaver County,38300,"Pittsburgh, PA",2422725
PA,Berks County,39740,"Reading, PA",432821
PA,Blair County,11020,"Altoona, PA",120273
PA,Bucks County,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6246160
PA,Butler County,38300,"Pittsburgh, PA",2422725
PA,Cambria County,27780,"Johnstown, PA",130668
PA,Carbon County,10900,"Allentown-Bethlehem-Easton, PA-NJ",873555
PA,Centre County,44300,"State College, PA",157795
PA,Chester County,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6246160
PA,Cumberland County,25420,"Harrisburg-Carlisle, PA",606055
PA,Dauphin County,25420,"Harrisburg-Carlisle, PA",606055
PA,Delaware County,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6246160
PA,Erie County,21500,"Erie, PA",267571
PA,Fayette County,38300,"Pittsburgh, PA",2422725
PA,Franklin County,16540,"Chambersburg, PA",157854
PA,Lackawanna County,42540,"Scranton--Wilkes-Barre, PA",569413
PA,Lancaster County,29540,"Lancaster, PA",558589
PA,Lawrence County,38300,"Pittsburgh, PA",2422725
PA,Lebanon County,30140,"Lebanon, PA",144252
PA,Lehigh County,10900,"Allentown-Bethlehem-Easton, PA-NJ",873555
PA,Luzerne County,42540,"Scranton--Wilkes-Barre, PA",569413
PA,Lycoming County,48700,"Williamsport, PA",112724
PA,Montgomery County,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6246160
PA,Northampton County,10900,"Allentown-Bethlehem-Easton, PA-NJ",873555
PA,Perry County,25420,"Harrisburg-Carlisle, PA",606055
PA,Philadelphia County,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6246160
PA,Washington County,38300,"Pittsburgh, PA",2422725
PA,Westmoreland County,38300,"Pittsburgh, PA",2422725
PA,Wyoming County,42540,"Scranton--Wilkes-Barre, PA",569413
PA,York County,49620,"York-Hanover, PA",464640
RI,Bristol County,39300,"Providence-Warwick, RI-MA",1677803
RI,Kent County,39300,"Providence-Warwick, RI-MA",1677803
RI,Newport County,39300,"Providence-Warwick, RI-MA",1677803
RI,Providence County,39300,"Providence-Warwick, RI-MA",1677803
RI,Washington County,39300,"Providence-Warwick, RI-MA",1677803
SC,Aiken County,12260,"Augusta-Richmond County, GA-SC",629429
SC,Anderson County,24860,"Greenville-Anderson-Greer, SC",975480
SC,Beaufort County,25940,"Hilton Head Island-Bluffton-Port Royal, SC",232523
SC,Berkeley County,16700,"Charleston-North Charleston, SC",849417
SC,Calhoun County,17900,"Columbia, SC",858302
SC,Charleston County,16700,"Charleston-North Charleston, SC",849417
SC,Chester County,16740,"Charlotte-Concord-Gastonia, NC-SC",2805115
SC,Darlington County,22500,"Florence, SC",199630
SC,Dorchester County,16700,"Charleston-North Charleston, SC",849417
SC,Edgefield County,12260,"Augusta-Richmond County, GA-SC",629429
SC,Fairfield County,17900,"Columbia, SC",858302
SC,Florence County,22500,"Florence, SC",199630
SC,Greenville County,24860,"Greenville-Anderson-Greer, SC",975480
SC,Horry County,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",397478
SC,Jasper County,25940,"Hilton Head Island-Bluffton-Port Royal, SC",232523
SC,Kershaw County,17900,"Columbia, SC",858302
SC,Lancaster County,16740,"Charlotte-Concord-Gastonia, NC-SC",2805115
SC,Laurens County,24860,"Greenville-Anderson-Greer, SC",975480
SC,Lexington County,17900,"Columbia, SC",858302
SC,Pickens County,24860,"Greenville-Anderson-Greer, SC",975480
SC,Richland County,17900,"Columbia, SC",858302
SC,Saluda County,17900,"Columbia, SC",858302
SC,Spartanburg County,43900,"Spartanburg, SC",383327
SC,Sumter County,44940,"Sumter, SC",104165
SC,Union County,43900,"Spartanburg, SC",383327
SC,York County,16740,"Charlotte-Concord-Gastonia, NC-SC",2805115
SD,Custer County,39660,"Rapid City, SD",155974
SD,Lincoln County,43620,"Sioux Falls, SD-MN",304555
SD,McCook County,43620,"Sioux Falls, SD-MN",304555
SD,Meade County,39660,"Rapid City, SD",155974
SD,Minnehaha County,43620,"Sioux Falls, SD-MN",304555
SD,Pennington County,39660,"Rapid City, SD",155974
SD,Turner County,43620,"Sioux Falls, SD-MN",304555
SD,Union County,43580,"Sioux City, IA-NE-SD",144402
TN,Anderson County,28940,"Knoxville, TN",946264
TN,Blount County,28940,"Knoxville, TN",946264
TN,Bradley County,17420,"Cleveland, TN",129612
TN,Campbell County,28940,"Knoxville, TN",946264
TN,Cannon County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Carter County,27740,"Johnson City, TN",213198
TN,Cheatham County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Chester County,27180,"Jackson, TN",181826
TN,Crockett County,27180,"Jackson, TN",181826
TN,Davidson County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Dickson County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Fayette County,32820,"Memphis, TN-MS-AR",1335674
TN,Gibson County,27180,"Jackson, TN",181826
TN,Grainger County,28940,"Knoxville, TN",946264
TN,Hamblen County,34100,"Morristown, TN",124054
TN,Hamilton County,16860,"Chattanooga, TN-GA",580971
TN,Hawkins County,28700,"Kingsport-Bristol, TN-VA",313025
TN,Hickman County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Jefferson County,34100,"Morristown, TN",124054
TN,Knox County,28940,"Knoxville, TN",946264
TN,Loudon County,28940,"Knoxville, TN",946264
TN,Macon County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Madison County,27180,"Jackson, TN",181826
TN,Marion County,16860,"Chattanooga, TN-GA",580971
TN,Maury County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Montgomery County,17300,"Clarksville, TN-KY",340495
TN,Morgan County,28940,"Knoxville, TN",946264
TN,Polk County,17420,"Cleveland, TN",129612
TN,Roane County,28940,"Knoxville, TN",946264
TN,Robertson County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Rutherford County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Sequatchie County,16860,"Chattanooga, TN-GA",580971
TN,Shelby County,32820,"Memphis, TN-MS-AR",1335674
TN,Smith County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Stewart County,17300,"Clarksville, TN-KY",340495
TN,Sullivan County,28700,"Kingsport-Bristol, TN-VA",313025
TN,Sumner County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Tipton County,32820,"Memphis, TN-MS-AR",1335674
TN,Trousdale County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Unicoi County,27740,"Johnson City, TN",213198
TN,Union County,28940,"Knoxville, TN",946264
TN,Washington County,27740,"Johnson City, TN",213198
TN,Williamson County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TN,Wilson County,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2102573
TX,Aransas County,18580,"Corpus Christi, TX",448323
TX,Archer County,48660,"Wichita Falls, TX",149947
TX,Armstrong County,11100,"Amarillo, TX",272395
TX,Atascosa County,41700,"San Antonio-New Braunfels, TX",2703999
TX,Austin County,26420,"Houston-Pasadena-The Woodlands, TX",7510253
TX,Bandera County,41700,"San Antonio-New Braunfels, TX",2703999
TX,Bastrop County,12420,"Austin-Round Rock-San Marcos, TX",2473275
TX,Bell County,28660,"Killeen-Temple, TX",501333
TX,Bexar County,41700,"San Antonio-New Braunfels, TX",2703999
TX,Bosque County,47380,"Waco, TX",304865
TX,Bowie County,45500,"Texarkana, TX-AR",145907
TX,Brazoria County,26420,"Houston-Pasadena-The Woodlands, TX",7510253
TX,Brazos County,17780,"College Station-Bryan, TX",281445
TX,Burleson County,17780,"College Station-Bryan, TX",281445
TX,Caldwell County,12420,"Austin-Round Rock-San Marcos, TX",2473275
TX,Callahan County,10180,"Abilene, TX",181591
TX,Cameron County,15180,"Brownsville-Harlingen, TX",426710
TX,Carson County,11100,"Amarillo, TX",272395
TX,Chambers County,26420,"Houston-Pasadena-The Woodlands, TX",7510253
TX,Clay County,48660,"Wichita Falls, TX",149947
TX,Cochran County,31180,"Lubbock, TX",360104
TX,Collin County,19100,"Dallas-Fort Worth-Arlington, TX",8100037
TX,Comal County,41700,"San Antonio-New Braunfels, TX",2703999
TX,Coryell County,28660,"Killeen-Temple, TX",501333
TX,Crosby County,31180,"Lubbock, TX",360104
TX,Dallas County,19100,"Dallas-Fort Worth-Arlington, TX",8100037
TX,Denton County,19100,"Dallas-Fort Worth-Arlington, TX",8100037
TX,Ector County,36220,"Odessa, TX",164494
TX,El Paso County,21340,"El Paso, TX",873331
TX,Ellis County,19100,"Dallas-Fort Worth-Arlington, TX",8100037
TX,Falls County,47380,"Waco, TX",304865
TX,Fort Bend County,26420,"Houston-Pasadena-The Woodlands, TX",7510253
TX,Galveston County,26420,"Houston-Pasadena-The Woodlands, TX",7510253
TX,Garza County,31180,"Lubbock, TX",360104
TX,Goliad County,47020,"Victoria, TX",98808
